ID,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
533,2016-02-11,152,163.26,147,150.47,14252364,0,1,152,163.26,147,150.47,14252364
534,2016-02-10,150.5,154.97,141.74,143.67,10406513,0,1,150.5,154.97,141.74,143.67,10406513
535,2016-02-09,142.32,159.79,141.05,148.25,8651648,0,1,142.32,159.79,141.05,148.25,8651648
536,2016-02-08,157.105,157.15,146,147.99,9312988,0,1,157.105,157.15,146,147.99,9312988
537,2016-02-05,171.3,173,157.7442,162.6,9437591,0,1,171.3,173,157.7442,162.6,9437591
538,2016-02-04,170.7,175.98,166.99,175.33,4385366,0,1,170.7,175.98,166.99,175.33,4385366
539,2016-02-03,183.59,183.94,170.18,173.48,7931362,0,1,183.59,183.94,170.18,173.48,7931362
540,2016-02-02,192.42,193.12,180.23,182.78,5773637,0,1,192.42,193.12,180.23,182.78,5773637
541,2016-02-01,188.76,199.52,182.75,196.94,5297639,0,1,188.76,199.52,182.75,196.94,5297639
542,2016-01-29,189.95,193.74,188.08,191.2,2852289,0,1,189.95,193.74,188.08,191.2,2852289
543,2016-01-28,190.79,191.28,182.41,189.7,4592754,0,1,190.79,191.28,182.41,189.7,4592754
544,2016-01-27,192.38,193.26,185.77,188.07,3617221,0,1,192.38,193.26,185.77,188.07,3617221
545,2016-01-26,196.7,197.82,188.88,193.56,4964180,0,1,196.7,197.82,188.88,193.56,4964180
546,2016-01-25,200.06,203.57,195.88,196.38,2698739,0,1,200.06,203.57,195.88,196.38,2698739
547,2016-01-22,204.8005,205.5,199.03,202.55,3124055,0,1,204.8005,205.5,199.03,202.55,3124055
548,2016-01-21,201.55,203.23,195.02,199.97,3166159,0,1,201.55,203.23,195.02,199.97,3166159
549,2016-01-20,199.4,201.28,191.25,198.7,5838608,0,1,199.4,201.28,191.25,198.7,5838608
550,2016-01-19,208.71,210.47,200.78,204.72,4038676,0,1,208.71,210.47,200.78,204.72,4038676
551,2016-01-15,198.97,205.07,197.25,204.99,5578640,0,1,198.97,205.07,197.25,204.99,5578640
552,2016-01-14,202.21,210,193.38,206.18,6490741,0,1,202.21,210,193.38,206.18,6490741
553,2016-01-13,212.01,212.65,200,200.31,4126416,0,1,212.01,212.65,200,200.31,4126416
554,2016-01-12,211.6,213.7395,205.31,209.97,3091917,0,1,211.6,213.7395,205.31,209.97,3091917
555,2016-01-11,214.01,214.45,203,207.85,4091422,0,1,214.01,214.45,203,207.85,4091422
556,2016-01-08,217.86,220.44,210.77,211,3628058,0,1,217.86,220.44,210.77,211,3628058
557,2016-01-07,214.19,218.44,213.67,215.65,3554251,0,1,214.19,218.44,213.67,215.65,3554251
558,2016-01-06,220,220.05,215.98,219.04,3779128,0,1,220,220.05,215.98,219.04,3779128
559,2016-01-05,226.36,226.89,220,223.43,3186752,0,1,226.36,226.89,220,223.43,3186752
560,2016-01-04,230.72,231.38,219,223.41,6827146,0,1,230.72,231.38,219,223.41,6827146
561,2015-12-31,238.51,243.45,238.37,240.01,2715038,0,1,238.51,243.45,238.37,240.01,2715038
562,2015-12-30,236.6,243.634,235.6707,238.09,3697921,0,1,236.6,243.634,235.6707,238.09,3697921
563,2015-12-29,230.06,237.72,229.547,237.19,2406290,0,1,230.06,237.72,229.547,237.19,2406290
564,2015-12-28,231.49,231.98,225.54,228.95,1901304,0,1,231.49,231.98,225.54,228.95,1901304
565,2015-12-24,230.56,231.88,228.28,230.57,710277,0,1,230.56,231.88,228.28,230.57,710277
566,2015-12-23,232.18,233.45,228.13,229.7,1554979,0,1,232.18,233.45,228.13,229.7,1554979
567,2015-12-22,234.99,236.55,229.63,229.95,1961495,0,1,234.99,236.55,229.63,229.95,1961495
568,2015-12-21,231.69,235.83,231.08,232.56,1953174,0,1,231.69,235.83,231.08,232.56,1953174
569,2015-12-18,232.89,235.9,229.29,230.46,3014170,0,1,232.89,235.9,229.29,230.46,3014170
570,2015-12-17,233.94,237.76,229.8149,233.39,3298638,0,1,233.94,237.76,229.8149,233.39,3298638
571,2015-12-16,222.1,234.88,220.73,234.51,5104341,0,1,222.1,234.88,220.73,234.51,5104341
572,2015-12-15,221.82,222.22,218,221.09,2244424,0,1,221.82,222.22,218,221.09,2244424
573,2015-12-14,217.51,220.92,214.87,218.58,2831518,0,1,217.51,220.92,214.87,218.58,2831518
574,2015-12-11,225.24,225.75,216.64,217.02,3268726,0,1,225.24,225.75,216.64,217.02,3268726
575,2015-12-10,224.71,228.49,223.64,227.07,2071692,0,1,224.71,228.49,223.64,227.07,2071692
576,2015-12-09,226.7,227.5,220.72,224.52,3057753,0,1,226.7,227.5,220.72,224.52,3057753
577,2015-12-08,227.52,228.8,224.2,226.72,2687636,0,1,227.52,228.8,224.2,226.72,2687636
578,2015-12-07,227.7,235.63,226.15,231.13,3144223,0,1,227.7,235.63,226.15,231.13,3144223
579,2015-12-04,232.46,233.27,227.66,230.38,2573603,0,1,232.46,233.27,227.66,230.38,2573603
580,2015-12-03,235.48,237.45,230,232.71,2939564,0,1,235.48,237.45,230,232.71,2939564
581,2015-12-02,237,238.6,231.23,231.99,2981468,0,1,237,238.6,231.23,231.99,2981468
582,2015-12-01,231.06,238,231.05,237.19,3733955,0,1,231.06,238,231.05,237.19,3733955
583,2015-11-30,231.79,234.28,229.08,230.26,2659813,0,1,231.79,234.28,229.08,230.26,2659813
584,2015-11-27,231.06,232.25,227.01,231.61,1949353,0,1,231.06,232.25,227.01,231.61,1949353
585,2015-11-25,221.34,230.825,220.375,229.64,3990779,0,1,221.34,230.825,220.375,229.64,3990779
586,2015-11-24,215.37,221,215,218.25,2480293,0,1,215.37,221,215,218.25,2480293
587,2015-11-23,217.35,219.18,214.6798,217.75,2526199,0,1,217.35,219.18,214.6798,217.75,2526199
588,2015-11-20,223.49,225,213.58,220.01,4400722,0,1,223.49,225,213.58,220.01,4400722
589,2015-11-19,220.54,226.19,220.3,221.8,2504375,0,1,220.54,226.19,220.3,221.8,2504375
590,2015-11-18,214.5,221.38,212.52,221.07,2811900,0,1,214.5,221.38,212.52,221.07,2811900
591,2015-11-17,215.2,216,211.4,214,2148326,0,1,215.2,216,211.4,214,2148326
592,2015-11-16,206.09,214.98,205.8,214.31,2925395,0,1,206.09,214.98,205.8,214.31,2925395
593,2015-11-13,212.95,212.99,206.52,207.19,3430327,0,1,212.95,212.99,206.52,207.19,3430327
594,2015-11-12,217.85,219,212.66,212.94,2915900,0,1,217.85,219,212.66,212.94,2915900
595,2015-11-11,217.77,219.48,213.63,219.08,3347806,0,1,217.77,219.48,213.63,219.08,3347806
596,2015-11-10,223.48,223.7,216.08,216.5,4617007,0,1,223.48,223.7,216.08,216.5,4617007
597,2015-11-09,232.99,232.99,224.31,225.33,3850860,0,1,232.99,232.99,224.31,225.33,3850860
598,2015-11-06,230.7,233.359,229.5,232.36,2445293,0,1,230.7,233.359,229.5,232.36,2445293
599,2015-11-05,230.58,234.5843,229.19,231.77,4496843,0,1,230.58,234.5843,229.19,231.77,4496843
600,2015-11-04,227,232.74,225.2,231.63,12726366,0,1,227,232.74,225.2,231.63,12726366
601,2015-11-03,213.85,214.44,207.75,208.35,8332486,0,1,213.85,214.44,207.75,208.35,8332486
602,2015-11-02,208.92,215.8,207.22,213.79,3927944,0,1,208.92,215.8,207.22,213.79,3927944
603,2015-10-30,210.4,211.63,203.89,206.93,4438901,0,1,210.4,211.63,203.89,206.93,4438901
604,2015-10-29,211.75,213.7481,210.64,211.63,1805032,0,1,211.75,213.7481,210.64,211.63,1805032
605,2015-10-28,211.31,213.45,208.3,212.96,2728593,0,1,211.31,213.45,208.3,212.96,2728593
606,2015-10-27,214.84,217.1,207.51,210.35,3519449,0,1,214.84,217.1,207.51,210.35,3519449
607,2015-10-26,211.38,215.88,210,215.26,3391438,0,1,211.38,215.88,210,215.26,3391438
608,2015-10-23,215,215.35,207.69,209.09,4235462,0,1,215,215.35,207.69,209.09,4235462
609,2015-10-22,211.56,215.75,209.4,211.72,2825159,0,1,211.56,215.75,209.4,211.72,2825159
610,2015-10-21,211.99,214.81,208.8,210.09,4183471,0,1,211.99,214.81,208.8,210.09,4183471
611,2015-10-20,227.72,228.6,202,213.03,14900047,0,1,227.72,228.6,202,213.03,14900047
612,2015-10-19,226.5,231.15,224.94,228.1,2507895,0,1,226.5,231.15,224.94,228.1,2507895
613,2015-10-16,223.04,230.4805,222.87,227.01,4334493,0,1,223.04,230.4805,222.87,227.01,4334493
614,2015-10-15,216.43,221.73,213.7,221.31,2844233,0,1,216.43,221.73,213.7,221.31,2844233
615,2015-10-14,220.67,220.95,215.43,216.88,3104446,0,1,220.67,220.95,215.43,216.88,3104446
616,2015-10-13,213.28,222.522,211.13,219.25,5171535,0,1,213.28,222.522,211.13,219.25,5171535
617,2015-10-12,222.99,223,215.27,215.58,3836303,0,1,222.99,223,215.27,215.58,3836303
618,2015-10-09,220.93,224.37,218.36,220.69,6158370,0,1,220.93,224.37,218.36,220.69,6158370
619,2015-10-08,230.08,230.72,221.31,226.72,6133216,0,1,230.08,230.72,221.31,226.72,6133216
620,2015-10-07,236.63,237.7,229.12,231.96,6813959,0,1,236.63,237.7,229.12,231.96,6813959
621,2015-10-06,240,243.03,235.58,241.46,5235897,0,1,240,243.03,235.58,241.46,5235897
622,2015-10-05,248.84,249.84,244.13,246.15,3689865,0,1,248.84,249.84,244.13,246.15,3689865
623,2015-10-02,235.6,247.7,234.93,247.57,4423982,0,1,235.6,247.7,234.93,247.57,4423982
624,2015-10-01,247.51,248.5,237.13,239.88,4572964,0,1,247.51,248.5,237.13,239.88,4572964
625,2015-09-30,252,252.4,242.34,248.4,4879816,0,1,252,252.4,242.34,248.4,4879816
626,2015-09-29,250.46,254.73,245.46,246.65,3703154,0,1,250.46,254.73,245.46,246.65,3703154
627,2015-09-28,257.35,259.79,246.61,248.43,4881802,0,1,257.35,259.79,246.61,248.43,4881802
628,2015-09-25,266.61,266.91,256.15,256.91,3773392,0,1,266.61,266.91,256.15,256.91,3773392
629,2015-09-24,259.53,263.45,256.21,263.12,3448191,0,1,259.53,263.45,256.21,263.12,3448191
630,2015-09-23,261.95,262.08,257.5838,261.06,2600778,0,1,261.95,262.08,257.5838,261.06,2600778
631,2015-09-22,259.03,262.65,255.87,260.94,3664353,0,1,259.03,262.65,255.87,260.94,3664353
632,2015-09-21,263.98,271.57,255.8,264.2,6120155,0,1,263.98,271.57,255.8,264.2,6120155
633,2015-09-18,257.96,263.82,257.5,260.62,3763064,0,1,257.96,263.82,257.5,260.62,3763064
634,2015-09-17,263.96,265.5,260.69,262.07,3585812,0,1,263.96,265.5,260.69,262.07,3585812
635,2015-09-16,253.04,262.88,252.88,262.25,4417081,0,1,253.04,262.88,252.88,262.25,4417081
636,2015-09-15,252.75,254.6,249.5,253.57,2933466,0,1,252.75,254.6,249.5,253.57,2933466
637,2015-09-14,251.1,254.25,249.67,253.19,2890851,0,1,251.1,254.25,249.67,253.19,2890851
638,2015-09-11,247.64,250.24,244.73,250.24,2350844,0,1,247.64,250.24,244.73,250.24,2350844
639,2015-09-10,247.23,250.7231,245.33,248.48,2709024,0,1,247.23,250.7231,245.33,248.48,2709024
640,2015-09-09,252.05,254.25,248.303,248.91,3390788,0,1,252.05,254.25,248.303,248.91,3390788
641,2015-09-08,245.05,249.16,244.05,248.17,3138231,0,1,245.05,249.16,244.05,248.17,3138231
642,2015-09-04,240.89,244.09,238.2,241.93,3689153,0,1,240.89,244.09,238.2,241.93,3689153
643,2015-09-03,252.06,252.08,245,245.57,4194772,0,1,252.06,252.08,245,245.57,4194772
644,2015-09-02,245.14,247.88,239.78,247.69,4629174,0,1,245.14,247.88,239.78,247.69,4629174
645,2015-09-01,240.34,246,236.97,238.63,5454765,0,1,240.34,246,236.97,238.63,5454765
646,2015-08-31,245.77,254.95,245.51,249.06,4700232,0,1,245.77,254.95,245.51,249.06,4700232
647,2015-08-28,241.86,251.45,241.57,248.48,5513673,0,1,241.86,251.45,241.57,248.48,5513673
648,2015-08-27,231,244.75,230.81,242.99,7655959,0,1,231,244.75,230.81,242.99,7655959
649,2015-08-26,227.93,228,215.51,224.84,4963042,0,1,227.93,228,215.51,224.84,4963042
650,2015-08-25,230.52,230.9,219.12,220.03,4327294,0,1,230.52,230.9,219.12,220.03,4327294
651,2015-08-24,202.79,231.4,195,218.87,9581585,0,1,202.79,231.4,195,218.87,9581585
652,2015-08-21,236,243.7999,230.51,230.77,6590234,0,1,236,243.7999,230.51,230.77,6590234
653,2015-08-20,252.06,254.56,241.9,242.18,4905757,0,1,252.06,254.56,241.9,242.18,4905757
654,2015-08-19,260.33,260.65,255.02,255.25,3604282,0,1,260.33,260.65,255.02,255.25,3604282
655,2015-08-18,255.38,260.95,253.5601,260.72,4195035,0,1,255.38,260.95,253.5601,260.72,4195035
656,2015-08-17,255.56,256.59,250.51,254.99,7176690,0,1,255.56,256.59,250.51,254.99,7176690
657,2015-08-14,247.24,247.93,241.77,243.15,4364810,0,1,247.24,247.93,241.77,243.15,4364810
658,2015-08-13,239.86,246.48,239.12,242.51,4689182,0,1,239.86,246.48,239.12,242.51,4689182
659,2015-08-12,235,239.77,232.74,238.17,3739157,0,1,235,239.77,232.74,238.17,3739157
660,2015-08-11,237.15,239.3,234.44,237.37,4264939,0,1,237.15,239.3,234.44,237.37,4264939
661,2015-08-10,238.15,242.97,236.05,241.14,4185860,0,1,238.15,242.97,236.05,241.14,4185860
662,2015-08-07,243.58,243.73,238.39,242.51,5073390,0,1,243.58,243.73,238.39,242.51,5073390
663,2015-08-06,249.54,255,236.12,246.13,14623754,0,1,249.54,255,236.12,246.13,14623754
664,2015-08-05,263.58,271,260.4,270.13,4798058,0,1,263.58,271,260.4,270.13,4798058
665,2015-08-04,260.01,266.72,258.34,266.28,2352530,0,1,260.01,266.72,258.34,266.28,2352530
666,2015-08-03,266.29,266.7099,257.07,259.99,2553474,0,1,266.29,266.7099,257.07,259.99,2553474
667,2015-07-31,267.6,269.3599,265.123,266.15,2222552,0,1,267.6,269.3599,265.123,266.15,2222552
668,2015-07-30,262.69,266.94,262.11,266.79,2034560,0,1,262.69,266.94,262.11,266.79,2034560
669,2015-07-29,264.27,267.89,262,263.82,2790095,0,1,264.27,267.89,262,263.82,2790095
670,2015-07-28,255.75,265.4,251.8373,264.82,3895808,0,1,255.75,265.4,251.8373,264.82,3895808
671,2015-07-27,262.43,264.4321,250.79,253.01,4694192,0,1,262.43,264.4321,250.79,253.01,4694192
672,2015-07-24,267.38,271.09,263.92,265.41,2836498,0,1,267.38,271.09,263.92,265.41,2836498
673,2015-07-23,269.65,269.9,265.27,267.2,2227239,0,1,269.65,269.9,265.27,267.2,2227239
674,2015-07-22,261.27,269.44,260.86,267.87,3104960,0,1,261.27,269.44,260.86,267.87,3104960
675,2015-07-21,270.05,273.5,266.55,266.77,6108686,0,1,270.05,273.5,266.55,266.77,6108686
676,2015-07-20,275,286.65,272.54,282.26,4978454,0,1,275,286.65,272.54,282.26,4978454
677,2015-07-17,272.5,275.54,268.25,274.66,5004099,0,1,272.5,275.54,268.25,274.66,5004099
678,2015-07-16,264.22,267.2,263.16,266.68,1615961,0,1,264.22,267.2,263.16,266.68,1615961
679,2015-07-15,266.74,267.49,262.08,263.14,2021621,0,1,266.74,267.49,262.08,263.14,2021621
680,2015-07-14,262.1,265.9899,260.51,265.65,1907641,0,1,262.1,265.9899,260.51,265.65,1907641
681,2015-07-13,262.25,262.55,256.05,262.16,2960319,0,1,262.25,262.55,256.05,262.16,2960319
682,2015-07-10,262.22,263,257.82,259.15,2610858,0,1,262.22,263,257.82,259.15,2610858
683,2015-07-09,259.08,262.95,256.79,257.92,3334077,0,1,259.08,262.95,256.79,257.92,3334077
684,2015-07-08,259.32,260.8,254.31,254.96,6221077,0,1,259.32,260.8,254.31,254.96,6221077
685,2015-07-07,275,275.2,260.77,267.88,6105126,0,1,275,275.2,260.77,267.88,6105126
686,2015-07-06,278.88,281.69,276.3,279.72,4121933,0,1,278.88,281.69,276.3,279.72,4121933
687,2015-07-02,280.195,282.45,273.31,280.02,7163930,0,1,280.195,282.45,273.31,280.02,7163930
688,2015-07-01,271.11,272.62,267.8503,269.15,2101224,0,1,271.11,272.62,267.8503,269.15,2101224
689,2015-06-30,264.8,270.92,264,268.26,3086935,0,1,264.8,270.92,264,268.26,3086935
690,2015-06-29,261.95,265.95,260.7,262.02,3478909,0,1,261.95,265.95,260.7,262.02,3478909
691,2015-06-26,268.89,269.11,266,267.09,3838434,0,1,268.89,269.11,266,267.09,3838434
692,2015-06-25,266.45,271.41,265.25,268.79,2849204,0,1,266.45,271.41,265.25,268.79,2849204
693,2015-06-24,266.98,267.35,263.72,265.17,2412293,0,1,266.98,267.35,263.72,265.17,2412293
694,2015-06-23,260.32,268,258.57,267.67,3870818,0,1,260.32,268,258.57,267.67,3870818
695,2015-06-22,262.15,264.4,255.69,259.79,4561079,0,1,262.15,264.4,255.69,259.79,4561079
696,2015-06-19,262.4,263.8,260.1,262.51,2463013,0,1,262.4,263.8,260.1,262.51,2463013
697,2015-06-18,262,263.46,260.02,261.89,2782703,0,1,262,263.46,260.02,261.89,2782703
698,2015-06-17,252.17,264.36,252.02,260.41,5512920,0,1,252.17,264.36,252.02,260.41,5512920
699,2015-06-16,250.13,253.44,249.095,253.12,1984678,0,1,250.13,253.44,249.095,253.12,1984678
700,2015-06-15,249.7,251.28,246.01,250.38,2186175,0,1,249.7,251.28,246.01,250.38,2186175
701,2015-06-12,250.21,253.46,250.21,250.69,1422335,0,1,250.21,253.46,250.21,250.69,1422335
702,2015-06-11,253.26,254.37,250.43,251.41,2044058,0,1,253.26,254.37,250.43,251.41,2044058
703,2015-06-10,251.9,254,248.5,250.7,3454453,0,1,251.9,254,248.5,250.7,3454453
704,2015-06-09,255.4,257.74,254.14,256,2611146,0,1,255.4,257.74,254.14,256,2611146
705,2015-06-08,250.85,258.75,250.31,256.29,5016997,0,1,250.85,258.75,250.31,256.29,5016997
706,2015-06-05,246,249.7,245.68,249.14,3022026,0,1,246,249.7,245.68,249.14,3022026
707,2015-06-04,247.5,249.3,245.71,245.92,2453615,0,1,247.5,249.3,245.71,245.92,2453615
708,2015-06-03,248.2,250.72,247.01,248.99,1781505,0,1,248.2,250.72,247.01,248.99,1781505
709,2015-06-02,248.92,249.4,246.3,248.35,2134809,0,1,248.92,249.4,246.3,248.35,2134809
710,2015-06-01,251.41,251.6,247.47,249.45,2505057,0,1,251.41,251.6,247.47,249.45,2505057
711,2015-05-29,251,252.8677,249.43,250.8,3789283,0,1,251,252.8677,249.43,250.8,3789283
712,2015-05-28,247.03,251.8,245.05,251.45,3647283,0,1,247.03,251.8,245.05,251.45,3647283
713,2015-05-27,248.51,249.5,245.55,247.43,3408200,0,1,248.51,249.5,245.55,247.43,3408200
714,2015-05-26,247.68,252,246.5,247.455,3498682,0,1,247.68,252,246.5,247.455,3498682
715,2015-05-22,245.38,248.6,245.01,247.73,2223089,0,1,245.38,248.6,245.01,247.73,2223089
716,2015-05-21,243.03,246.62,242.3574,245.62,1970643,0,1,243.03,246.62,242.3574,245.62,1970643
717,2015-05-20,247.13,247.74,241.3721,244.35,3755569,0,1,247.13,247.74,241.3721,244.35,3755569
718,2015-05-19,248.43,251,246.15,247.14,3674231,0,1,248.43,251,246.15,247.14,3674231
719,2015-05-18,247,249.9,246,248.75,3353212,0,1,247,249.9,246,248.75,3353212
720,2015-05-15,243.93,249.4,242.5,248.84,4527563,0,1,243.93,249.4,242.5,248.84,4527563
721,2015-05-14,244.82,244.89,241.25,244.1,2895936,0,1,244.82,244.89,241.25,244.1,2895936
722,2015-05-13,247.61,248.3,242.25,243.18,5440165,0,1,247.61,248.3,242.25,243.18,5440165
723,2015-05-12,240.11,246.35,238.19,244.74,6363429,0,1,240.11,246.35,238.19,244.74,6363429
724,2015-05-11,236.29,242.88,235.31,239.49,5672262,0,1,236.29,242.88,235.31,239.49,5672262
725,2015-05-08,235.99,238.4099,233.7,236.61,4668236,0,1,235.99,238.4099,233.7,236.61,4668236
726,2015-05-07,221,237.48,220.25,236.8,9455909,0,1,221,237.48,220.25,236.8,9455909
727,2015-05-06,234.1,234.47,228.2,230.43,5270933,0,1,234.1,234.47,228.2,230.43,5270933
728,2015-05-05,237.76,239.5,229.13,232.95,5796873,0,1,237.76,239.5,229.13,232.95,5796873
729,2015-05-04,228.18,234.73,227.11,230.51,4434596,0,1,228.18,234.73,227.11,230.51,4434596
730,2015-05-01,229.94,231.77,220.405,226.03,5281689,0,1,229.94,231.77,220.405,226.03,5281689
731,2015-04-30,230.39,232.89,225.17,226.05,3911857,0,1,230.39,232.89,225.17,226.05,3911857
732,2015-04-29,230.05,234.97,227.63,232.45,3936077,0,1,230.05,234.97,227.63,232.45,3936077
733,2015-04-28,234.75,235.5,228.03,230.48,6085379,0,1,234.75,235.5,228.03,230.48,6085379
734,2015-04-27,222.56,238.75,222,231.55,11672627,0,1,222.56,238.75,222,231.55,11672627
735,2015-04-24,220.5,220.8,218.01,218.425,2427843,0,1,220.5,220.8,218.01,218.425,2427843
736,2015-04-23,218.27,221.48,217.1501,218.6,4411184,0,1,218.27,221.48,217.1501,218.6,4411184
737,2015-04-22,212.5,221.88,211.69,219.44,7863037,0,1,212.5,221.88,211.69,219.44,7863037
738,2015-04-21,205.8,210.75,204.31,209.41,3432541,0,1,205.8,210.75,204.31,209.41,3432541
739,2015-04-20,206.78,207.85,203.85,205.27,2559251,0,1,206.78,207.85,203.85,205.27,2559251
740,2015-04-17,204.99,206.88,203.5,206.79,2469926,0,1,204.99,206.88,203.5,206.79,2469926
741,2015-04-16,207.7,209.17,206.29,206.7,1659059,0,1,207.7,209.17,206.29,206.7,1659059
742,2015-04-15,207.46,209.59,206.6,207.83,1952378,0,1,207.46,209.59,206.6,207.83,1952378
743,2015-04-14,208.57,209.49,205.5,207.46,3025963,0,1,208.57,209.49,205.5,207.46,3025963
744,2015-04-13,210.435,213,209.05,209.78,3758230,0,1,210.435,213,209.05,209.78,3758230
745,2015-04-10,209.85,211.65,209,210.9,4067676,0,1,209.85,211.65,209,210.9,4067676
746,2015-04-09,208.43,210.37,206.12,210.09,3800225,0,1,208.43,210.37,206.12,210.09,3800225
747,2015-04-08,208.2,210.9,205.87,207.67,6303117,0,1,208.2,210.9,205.87,207.67,6303117
748,2015-04-07,202.51,205.06,201.14,203.25,4347864,0,1,202.51,205.06,201.14,203.25,4347864
749,2015-04-06,198,207.75,197.5,203.1,12455811,0,1,198,207.75,197.5,203.1,12455811
750,2015-04-02,190.23,193.23,190,191,5010368,0,1,190.23,193.23,190,191,5010368
751,2015-04-01,188.7,192.3,186.05,187.59,3794621,0,1,188.7,192.3,186.05,187.59,3794621
752,2015-03-31,193.53,193.76,188.41,188.77,5026569,0,1,193.53,193.76,188.41,188.77,5026569
753,2015-03-30,185.85,192.25,181.8,190.57,10089516,0,1,185.85,192.25,181.8,190.57,10089516
754,2015-03-27,189.07,189.2899,181.4,185,8604947,0,1,189.07,189.2899,181.4,185,8604947
755,2015-03-26,193.92,194.79,189.7,190.405,4127956,0,1,193.92,194.79,189.7,190.405,4127956
756,2015-03-25,198.27,198.59,192.7,194.3,5730389,0,1,198.27,198.59,192.7,194.3,5730389
757,2015-03-24,201.58,203.79,199.75,201.72,3649860,0,1,201.58,203.79,199.75,201.72,3649860
758,2015-03-23,198.5,200.5,197.47,199.63,2631626,0,1,198.5,200.5,197.47,199.63,2631626
759,2015-03-20,197.45,198.99,195.621,198.08,4269467,0,1,197.45,198.99,195.621,198.08,4269467
760,2015-03-19,202,204.59,194.53,195.65,8475244,0,1,202,204.59,194.53,195.65,8475244
761,2015-03-18,194.96,200.88,193.11,200.71,4820936,0,1,194.96,200.88,193.11,200.71,4820936
762,2015-03-17,195.43,198.71,193.94,194.73,4894052,0,1,195.43,198.71,193.94,194.73,4894052
763,2015-03-16,192,195.91,189.8,195.7,5628783,0,1,192,195.91,189.8,195.7,5628783
764,2015-03-13,188.95,191.75,187.32,188.68,5434298,0,1,188.95,191.75,187.32,188.68,5434298
765,2015-03-12,193.75,194.45,189.75,191.07,4149294,0,1,193.75,194.45,189.75,191.07,4149294
766,2015-03-11,191.15,196.18,191.01,193.74,4974871,0,1,191.15,196.18,191.01,193.74,4974871
767,2015-03-10,188.46,193.5,187.6,190.32,5579691,0,1,188.46,193.5,187.6,190.32,5579691
768,2015-03-09,194.39,194.49,188.25,190.88,6736724,0,1,194.39,194.49,188.25,190.88,6736724
769,2015-03-06,199.21,200.75,192.151,193.88,6712438,0,1,199.21,200.75,192.151,193.88,6712438
770,2015-03-05,202.85,206.19,200.15,200.63,4877015,0,1,202.85,206.19,200.15,200.63,4877015
771,2015-03-04,199.25,202.52,197.21,202.435,4221962,0,1,199.25,202.52,197.21,202.435,4221962
772,2015-03-03,196.81,200.2435,195.32,199.56,4432329,0,1,196.81,200.2435,195.32,199.56,4432329
773,2015-03-02,202.7,203.34,195.825,197.325,7922065,0,1,202.7,203.34,195.825,197.325,7922065
774,2015-02-27,206.9,208.55,202.8,203.34,3882084,0,1,206.9,208.55,202.8,203.34,3882084
775,2015-02-26,204,211.09,202.22,207.19,6472855,0,1,204,211.09,202.22,207.19,6472855
776,2015-02-25,204.94,207.14,202.58,203.76,3909520,0,1,204.94,207.14,202.58,203.76,3909520
777,2015-02-24,207.29,207.29,201.7,204.11,6603560,0,1,207.29,207.29,201.7,204.11,6603560
778,2015-02-23,215.66,218.2,206.33,207.335,8499775,0,1,215.66,218.2,206.33,207.335,8499775
779,2015-02-20,210.78,217.6,209.81,217.11,5982089,0,1,210.78,217.6,209.81,217.11,5982089
780,2015-02-19,205,212.44,203.75,211.705,5154148,0,1,205,212.44,203.75,211.705,5154148
781,2015-02-18,204.17,206.17,202.6,204.46,2713598,0,1,204.17,206.17,202.6,204.46,2713598
782,2015-02-17,205.7,205.7,201.5,204.35,3979647,0,1,205.7,205.7,201.5,204.35,3979647
783,2015-02-13,202.9,205.99,200.91,203.77,6191003,0,1,202.9,205.99,200.91,203.77,6191003
784,2015-02-12,193.57,203.0882,193.28,202.88,15649607,0,1,193.57,203.0882,193.28,202.88,15649607
785,2015-02-11,212.21,214.74,207.28,212.8,9769102,0,1,212.21,214.74,207.28,212.8,9769102
786,2015-02-10,217.55,220.5,215,216.29,5390542,0,1,217.55,220.5,215,216.29,5390542
787,2015-02-09,215.38,217.93,211.99,217.48,3472423,0,1,215.38,217.93,211.99,217.48,3472423
788,2015-02-06,222,223.4,216.5001,217.36,3243931,0,1,222,223.4,216.5001,217.36,3243931
789,2015-02-05,219.88,225.48,219.638,220.99,3522947,0,1,219.88,225.48,219.638,220.99,3522947
790,2015-02-04,218.29,221.479,216.8,218.55,3305377,0,1,218.29,221.479,216.8,218.55,3305377
791,2015-02-03,213.22,220.37,211.27,218.36,4826244,0,1,213.22,220.37,211.27,218.36,4826244
792,2015-02-02,203.97,211.9499,203.3,210.94,4149186,0,1,203.97,211.9499,203.3,210.94,4149186
793,2015-01-30,203.96,207.47,203,203.6,3006959,0,1,203.96,207.47,203,203.6,3006959
794,2015-01-29,201.07,205.98,196.5,205.2,3548106,0,1,201.07,205.98,196.5,205.2,3548106
795,2015-01-28,206.11,206.368,198.42,199.37,3149606,0,1,206.11,206.368,198.42,199.37,3149606
796,2015-01-27,204.42,208.03,203.3,205.98,2781024,0,1,204.42,208.03,203.3,205.98,2781024
797,2015-01-26,201.83,208.62,201.05,206.55,3234522,0,1,201.83,208.62,201.05,206.55,3234522
798,2015-01-23,200.29,203.5,198.33,201.29,3442371,0,1,200.29,203.5,198.33,201.29,3442371
